Trials,COMPOSITE_THRPT_PROM,COMPOSITE_THRPT_WRK,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,db_THROUGHPUT_WRK,db_RESPONSETIME_WRK,db_RESPONSETIME_MAX_WRK,db_RESPONSETIME_STDEV_WRK,db_WEB_ERRORS,db_THRPT_WRK_CI,db_RSPTIME_WRK_CIi,json_THROUGHPUT_WRK,json_RESPONSETIME_WRK,json_RESPONSETIME_MAX_WRK,json_RESPONSETIME_STDEV_WRK,json_WEB_ERRORS,json_THRPT_WRK_CI,json_RSPTIME_WRK_CIi,fortunes_THROUGHPUT_WRK,fortunes_RESPONSETIME_WRK,fortunes_RESPONSETIME_MAX_WRK,fortunes_RESPONSETIME_STDEV_WRK,fortunes_WEB_ERRORS,fortunes_THRPT_WRK_CI,fortunes_RSPTIME_WRK_CIi,plaintext_THROUGHPUT_WRK,plaintext_RESPONSETIME_WRK,plaintext_RESPONSETIME_MAX_WRK,plaintext_RESPONSETIME_STDEV_WRK,plaintext_WEB_ERRORS,plaintext_THRPT_WRK_CI,plaintext_RSPTIME_WRK_CIi,queries_THROUGHPUT_WRK,queries_RESPONSETIME_WRK,queries_RESPONSETIME_MAX_WRK,queries_RESPONSETIME_STDEV_WRK,queries_WEB_ERRORS,queries_THRPT_WRK_CI,queries_RSPTIME_WRK_CIi,updates_THROUGHPUT_WRK,updates_RESPONSETIME_WRK,updates_RESPONSETIME_MAX_WRK,updates_RESPONSETIME_STDEV_WRK,updates_WEB_ERRORS,updates_THRPT_WRK_CI,updates_RSPTIME_WRK_CIi,THROUGHPUT_DB,RSP_TIME_DB,MAX_RSP_TIME_DB,THRPT_DB_CI,RSP_TIME_DB_CI,THROUGHPUT_JSON,RSP_TIME_JSON,MAX_RSP_TIME_JSON,THRPT_JSON_CI,RSP_TIME_JSON_CI,THROUGHPUT_FORTUNES,RSP_TIME_FORTUNES,MAX_RSP_TIME_FORTUNES,THRPT_FORTUNES_CI,RSP_TIME_FORTUNES_CI,THROUGHPUT_PLAINTEXT,RSP_TIME_PLAINTEXT,MAX_RSP_TIME_PLAINTEXT,THRPT_PLAINTEXT_CI,RSP_TIME_PLAINTEXT_CI,THROUGHPUT_QUERIES,RSP_TIME_QUERIES,MAX_RSP_TIME_QUERIES,THRPT_QUERIES_CI,RSP_TIME_QUERIES_CI,THROUGHPUT_UPDATES,RSP_TIME_UPDATES,MAX_RSP_TIME_UPDATES,THRPT_UPDATES_CI,RSP_TIME_UPDATES_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,QRKS_TP_CORETHREADS,QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation,gcpolicy,StackTraceInThrowable,checkBounds,httpiothreads,DEPLOYMENT_NAME,NAMESPACE,IMAGE_NAME
74,225834.662168333,94491.161545,2.96792,1890.39,2.76404854785556,3.20199660493333,1859,1913,29068.3,17.5925,97.52,19.6975,0,1.07,1.07,53990.9,9.465,134.22,4.2375,0,1.52,1.53,17391.9,29.395,337.64,30.5475,0,1.07,1.08,56186.4,9.095,53.48,3.2475,0,1.13,1.11,4818.95,106.26,383.78,32.6475,0,1.79,1.66,4060.84,126.15,394.26,34.67,0,1.91,1.93,69382.3,2.2962,1696.315224,6.96,93.5,128180,0.473183,132.174778,6.21,22.66,41442.6,5.59131,2254.137017,4.02,87.16,133094,0.453626,95.68203,6,78.32,11584.6,102.548,583.181637,8.53,9.36,9709.17,122.414,2297.49175,10.92,14.68,4,4096M,4,4096M,5,7450,6,44,404,12,15,9430,1.7,2,2200,34,13,5,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
64,225483.716565,94156.228865,2.98712,1536.12,2.73254626347037,3.19699896361852,1439,1648,29288.5,17.4575,112.2,19.8875,0,0.79,0.77,54877.9,9.3125,49.28,4.135,0,1.17,1.21,17317.1,29.56,295.7,30.93,0,5.2,5.31,55928.4,9.14,52.95,3.4775,0,1.37,1.41,4788.99,106.978,419.43,33.675,0,1.2,1.15,4027.48,127.155,411.04,35.7175,0,0.32,0.33,70018.5,2.51047,1297.234368,1.49,24.77,129913,0.446224,140.2072,7.28,38.77,41467.9,5.99251,3044.597452,22.84,104.57,132356,0.434689,101.835476,6.5,54.75,11520.7,102.478,600.810279,8.35,5.85,9657.43,122.03,2600.831244,1.1,4.65,4,4096M,4,4096M,1,7360,7,46,398,14,43,9700,2.8,2,2638,91,13,3,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
47,225477.576768333,94015.233495,2.99905,1697.73,2.75891814793704,3.20534285461111,1578,1789,27733.8,18.4375,184.55,21.8425,0,1.99,2.02,52288.8,9.775,217.06,5.535,0,1.4,1.36,17041.9,30.0075,331.35,31.8,0,3.44,3.38,53805.6,9.5,68.16,4.695,0,0.87,0.89,4831.32,106.002,318.77,25.59,0,1.46,1.48,4100.49,124.967,314.57,27.195,0,2.21,2.22,66062.1,3.23547,1380.461657,11.37,108.29,123747,0.509073,471.944599,5.38,86.07,40778,9.74906,3896.715643,20.98,206.89,127686,0.487779,60.118695,0.57,124.27,11628.6,101.485,497.492642,7.55,8.93,9865.57,119.529,2090.217082,11.79,11.42,4,4096M,4,4096M,5,3280,2,30,452,10,91,8450,9.8,7,4831,153,2,21,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
63,225175.879166667,94026.7714566667,2.98668,1433.97,2.72493654622593,3.19883768827037,1384,1494,29061,17.595,155.19,20.48,0,1.78,1.78,54619.1,9.3575,55.05,4.47,0,1.56,1.52,16913.5,30.2625,260.05,31.925,0,5.88,5.86,55845.6,9.1525,54.26,3.9575,0,2.3,2.27,4809.02,106.525,526.39,34.81,0,1.57,1.53,4043.58,126.78,459.28,36.15,0,1.32,1.29,69389,2.62081,1505.810501,11.5,28.54,129452,0.454177,251.301347,7.39,26.09,40477.8,6.94097,2682.759346,37.46,47.32,132700,0.444126,136.844857,13.72,9.35,11568.1,102.638,688.925003,10.26,14.64,9696.3,122.173,2388.72731,13.31,6.98,4,4096M,4,4096M,1,7390,6,46,415,14,44,9710,3.2,1,2692,109,14,3,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
70,224871.977618333,93885.24601,3.00511,1884.18,2.80028535341852,3.19745977531482,1848,1901,29169,17.5325,265.29,20.1575,0,0.84,0.83,54421.1,9.39,50.86,4.3775,0,1.79,1.77,17568.3,29.1125,325.06,30.87,0,1.27,1.26,56594.9,9.03,87.56,3.475,0,1.18,1.19,4744.74,107.957,425.72,34.925,0,1.17,1.11,4010.92,127.745,392.17,36.225,0,1.47,1.51,69730.8,2.32007,1498.670591,3.87,67.96,129227,0.44294,205.889143,12.19,1.07,42028.6,5.55406,2774.494076,3.41,64.2,134408,0.436597,77.901426,4.99,33.05,11419.1,104.585,512.549764,6,10.26,9615.07,123.854,2207.858638,10.74,12.98,4,4096M,4,4096M,5,7340,5,47,398,14,15,9860,1.7,2,2205,40,13,9,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
71,223722.667531667,93472.7278216667,2.97252,1865.24,2.72424663307407,3.19903924945185,1840,1879,28895.7,17.695,185.6,20.3925,0,1.25,1.26,54172.7,9.435,60.82,4.7225,0,2.54,2.57,17412.8,29.3825,331.35,30.83,0,2.47,2.51,56091.2,9.1125,51.12,3.6625,0,3.1,3.08,4739.26,108.108,408.94,34.7375,0,1.6,1.54,3997.51,128.075,411.04,36.3125,0,1.23,1.12,69025.2,2.35805,1216.692334,7,53.3,128168,0.47246,160.41047,19.83,66.97,41644.9,6.08802,2904.855496,11.01,148.24,132931,0.427507,67.54669,22.81,47.07,11404.3,103.577,595.308747,9.66,7.61,9578.73,124.099,2885.041735,6.47,6.94,4,4096M,4,4096M,5,7370,6,46,401,21,22,8840,2,2,2066,50,13,9,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
75,223703.642223333,93414.4109183333,2.99569,1839.28,2.77191990725926,3.20018219777407,1530,1871,28974.2,17.65,163.58,19.84,0,0.75,0.74,54224,9.4275,62.39,4.205,0,0.83,0.82,17540.3,29.16,293.6,30.525,0,3.63,3.62,55551.6,9.2025,94.37,3.5425,0,0.93,0.94,4739.29,108.142,398.46,33.765,0,2.76,2.73,3983.32,128.68,387.97,35.225,0,2.14,2.19,69178.6,2.35831,1300.681477,0.13,51.87,128762,0.453095,105.88722,0.51,14.57,41853.1,5.5012,2983.193983,21.31,52.98,131913,0.431248,105.809763,1.26,35.53,11406.2,103.62,578.010475,18.57,17.76,9553.88,123.584,3493.871502,12.72,9.87,4,4096M,4,4096M,1,8070,6,44,404,12,53,9440,4.1,3,2280,109,12,5,1,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
60,223547.385518333,93412.7322783333,2.98865,1484.08,2.78366926913704,3.19790760686667,1371,1617,29420.3,17.3825,109.05,19.985,0,0.78,0.79,54008.1,9.465,59.77,4.775,0,1.36,1.41,17461.5,29.2825,322.96,31.175,0,0.69,0.7,55173.2,9.265,59.24,4.2475,0,0.2,0.17,4739,108.12,467.66,35.69,0,1.52,1.5,3980.69,128.685,476.05,37.37,0,0.73,0.73,70301.8,2.27004,1534.271258,1.84,58.51,128023,0.472268,168.103469,9.06,28.55,41661.9,5.80762,2720.579379,0.5,13.07,130916,0.448174,61.822218,0.9,49.07,11392.2,103.734,894.518215,7.93,9.69,9540.67,123.212,3099.940632,4.54,7.02,4,4096M,4,4096M,1,7790,7,50,410,17,61,9900,4.7,1,2762,100,13,4,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
66,223325.400416667,93158.2315516667,2.97484,1506.53,2.73772302087037,3.1957660879,1437,1584,29448.9,17.3625,92.8,19.745,0,0.62,0.65,54876.7,9.3125,52.95,4.0675,0,1.95,2.04,16560,30.9925,333.45,32.765,0,10.34,10.55,57568.6,8.8775,59.51,3.365,0,0.85,0.85,4766.36,107.463,423.62,35.665,0,1.57,1.54,3984.27,128.52,549.45,39.2275,0,1.31,1.25,70282.2,2.43469,1535.809903,1.06,2.53,130728,0.438855,140.610334,9.21,8.98,39658.2,6.42876,1863.235483,61.43,218.75,136544,0.451494,45.649003,0.97,70.29,11456,103.104,797.732508,10.26,8.85,9567.9,123.444,2790.928928,4.81,4.36,4,4096M,4,4096M,1,8560,7,51,414,14,44,9050,2.8,1,2872,79,14,3,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
59,223099.247283333,93208.6495833333,2.97226,1489.93,2.75552661821852,3.2013204955963,1380,1601,29454.8,17.3625,108,19.725,0,0.97,1,53963.6,9.47,243.27,4.4725,0,1.84,1.81,17704.3,28.885,276.82,30.5325,0,0.95,0.9,55803.9,9.1575,54.53,3.7025,0,0.93,0.93,4700.39,109.035,494.93,37.0775,0,2.01,2.02,3958.85,129.423,423.62,37.7525,0,1.4,1.34,70316.5,2.25022,1696.561938,5.97,28.56,128327,0.453342,292.503266,14.97,12.73,42437,5.62546,2708.991562,0.16,88.41,132560,0.456175,57.656694,3.84,0.22,11297.8,104.905,493.17136,10.4,14.78,9476.4,124.087,2427.083772,5.45,14.34,4,4096M,4,4096M,1,7740,7,50,422,15,63,9380,5.3,1,2416,112,12,3,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,UseParallelGC,FALSE,FALSE,TRUE,tfb-qrh-sample,autotune-tfb,kusumach/tfb-qrh:2.9.0.F_mm
